A fact sheet with definitions and metadata for this dataset can be found at http://www.stateair.net/web/historical/1/5.html.,,,,,,,,,,
The U.S. Department of State Data Use Statement at http://www.stateair.net/web/historical/1/5.html applies to these and all data available from the Mission China air quality monitoring program.,,,,,,,,,,
,,,,,,,,,,
Site,Parameter,Date (LST),Year,Month,Day,Hour,Value,Unit,Duration,QC Name
Shenyang,PM2.5,2/27/2016 17:00,2016,2,27,17,50,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/27/2016 18:00,2016,2,27,18,48,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/27/2016 19:00,2016,2,27,19,59,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/27/2016 20:00,2016,2,27,20,69,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/27/2016 21:00,2016,2,27,21,62,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/27/2016 22:00,2016,2,27,22,47,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/27/2016 23:00,2016,2,27,23,43,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/28/2016 0:00,2016,2,28,0,56,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/28/2016 1:00,2016,2,28,1,59,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/28/2016 2:00,2016,2,28,2,64,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/28/2016 3:00,2016,2,28,3,53,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/28/2016 4:00,2016,2,28,4,50,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/28/2016 5:00,2016,2,28,5,68,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/28/2016 6:00,2016,2,28,6,143,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/28/2016 7:00,2016,2,28,7,176,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/28/2016 8:00,2016,2,28,8,202,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/28/2016 9:00,2016,2,28,9,228,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/28/2016 10:00,2016,2,28,10,246,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/28/2016 11:00,2016,2,28,11,122,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/28/2016 12:00,2016,2,28,12,63,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/28/2016 13:00,2016,2,28,13,45,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/28/2016 14:00,2016,2,28,14,27,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/28/2016 15:00,2016,2,28,15,28,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/28/2016 16:00,2016,2,28,16,33,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/28/2016 17:00,2016,2,28,17,36,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/28/2016 18:00,2016,2,28,18,47,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/28/2016 19:00,2016,2,28,19,45,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/28/2016 20:00,2016,2,28,20,46,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/28/2016 21:00,2016,2,28,21,40,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/28/2016 22:00,2016,2,28,22,35,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/28/2016 23:00,2016,2,28,23,37,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/29/2016 0:00,2016,2,29,0,38,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/29/2016 1:00,2016,2,29,1,51,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/29/2016 2:00,2016,2,29,2,45,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/29/2016 3:00,2016,2,29,3,28,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/29/2016 4:00,2016,2,29,4,25,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/29/2016 5:00,2016,2,29,5,30,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/29/2016 6:00,2016,2,29,6,28,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/29/2016 7:00,2016,2,29,7,28,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/29/2016 8:00,2016,2,29,8,34,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/29/2016 9:00,2016,2,29,9,37,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/29/2016 10:00,2016,2,29,10,55,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/29/2016 11:00,2016,2,29,11,52,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/29/2016 12:00,2016,2,29,12,40,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/29/2016 13:00,2016,2,29,13,35,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/29/2016 14:00,2016,2,29,14,27,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/29/2016 15:00,2016,2,29,15,23,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/29/2016 16:00,2016,2,29,16,35,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/29/2016 17:00,2016,2,29,17,37,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/29/2016 18:00,2016,2,29,18,41,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/29/2016 19:00,2016,2,29,19,39,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/29/2016 20:00,2016,2,29,20,41,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/29/2016 21:00,2016,2,29,21,49,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/29/2016 22:00,2016,2,29,22,37,µg/m³,1 Hr,Valid
Shenyang,PM2.5,2/29/2016 23:00,2016,2,29,23,45,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/1/2016 0:00,2016,3,1,0,52,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/1/2016 1:00,2016,3,1,1,67,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/1/2016 2:00,2016,3,1,2,86,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/1/2016 3:00,2016,3,1,3,62,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/1/2016 4:00,2016,3,1,4,83,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/1/2016 5:00,2016,3,1,5,82,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/1/2016 6:00,2016,3,1,6,63,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/1/2016 7:00,2016,3,1,7,53,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/1/2016 8:00,2016,3,1,8,53,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/1/2016 9:00,2016,3,1,9,51,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/1/2016 10:00,2016,3,1,10,51,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/1/2016 11:00,2016,3,1,11,66,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/1/2016 12:00,2016,3,1,12,53,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/1/2016 13:00,2016,3,1,13,55,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/1/2016 14:00,2016,3,1,14,63,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/1/2016 15:00,2016,3,1,15,69,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/1/2016 16:00,2016,3,1,16,68,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/1/2016 17:00,2016,3,1,17,74,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/1/2016 18:00,2016,3,1,18,75,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/1/2016 19:00,2016,3,1,19,90,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/1/2016 20:00,2016,3,1,20,93,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/1/2016 21:00,2016,3,1,21,120,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/1/2016 22:00,2016,3,1,22,124,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/1/2016 23:00,2016,3,1,23,112,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/2/2016 0:00,2016,3,2,0,65,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/2/2016 1:00,2016,3,2,1,58,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/2/2016 2:00,2016,3,2,2,57,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/2/2016 3:00,2016,3,2,3,66,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/2/2016 4:00,2016,3,2,4,82,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/2/2016 5:00,2016,3,2,5,108,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/2/2016 6:00,2016,3,2,6,99,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/2/2016 7:00,2016,3,2,7,112,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/2/2016 8:00,2016,3,2,8,119,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/2/2016 9:00,2016,3,2,9,128,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/2/2016 10:00,2016,3,2,10,147,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/2/2016 11:00,2016,3,2,11,197,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/2/2016 12:00,2016,3,2,12,218,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/2/2016 13:00,2016,3,2,13,146,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/2/2016 14:00,2016,3,2,14,92,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/2/2016 15:00,2016,3,2,15,29,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/2/2016 16:00,2016,3,2,16,30,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/2/2016 17:00,2016,3,2,17,38,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/2/2016 18:00,2016,3,2,18,48,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/2/2016 19:00,2016,3,2,19,54,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/2/2016 20:00,2016,3,2,20,61,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/2/2016 21:00,2016,3,2,21,67,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/2/2016 22:00,2016,3,2,22,56,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/2/2016 23:00,2016,3,2,23,51,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/3/2016 0:00,2016,3,3,0,58,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/3/2016 1:00,2016,3,3,1,59,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/3/2016 2:00,2016,3,3,2,69,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/3/2016 3:00,2016,3,3,3,105,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/3/2016 4:00,2016,3,3,4,120,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/3/2016 5:00,2016,3,3,5,110,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/3/2016 6:00,2016,3,3,6,102,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/3/2016 7:00,2016,3,3,7,94,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/3/2016 8:00,2016,3,3,8,96,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/3/2016 9:00,2016,3,3,9,104,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/3/2016 10:00,2016,3,3,10,129,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/3/2016 11:00,2016,3,3,11,148,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/3/2016 12:00,2016,3,3,12,168,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/3/2016 13:00,2016,3,3,13,116,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/3/2016 14:00,2016,3,3,14,110,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/3/2016 15:00,2016,3,3,15,104,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/3/2016 16:00,2016,3,3,16,103,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/3/2016 17:00,2016,3,3,17,103,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/3/2016 18:00,2016,3,3,18,92,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/3/2016 19:00,2016,3,3,19,88,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/3/2016 20:00,2016,3,3,20,110,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/3/2016 21:00,2016,3,3,21,139,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/3/2016 22:00,2016,3,3,22,138,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/3/2016 23:00,2016,3,3,23,117,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/4/2016 0:00,2016,3,4,0,118,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/4/2016 1:00,2016,3,4,1,132,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/4/2016 2:00,2016,3,4,2,128,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/4/2016 3:00,2016,3,4,3,136,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/4/2016 4:00,2016,3,4,4,163,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/4/2016 5:00,2016,3,4,5,186,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/4/2016 6:00,2016,3,4,6,190,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/4/2016 7:00,2016,3,4,7,179,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/4/2016 8:00,2016,3,4,8,213,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/4/2016 9:00,2016,3,4,9,223,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/4/2016 10:00,2016,3,4,10,207,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/4/2016 11:00,2016,3,4,11,184,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/4/2016 12:00,2016,3,4,12,120,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/4/2016 13:00,2016,3,4,13,87,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/4/2016 14:00,2016,3,4,14,75,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/4/2016 15:00,2016,3,4,15,79,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/4/2016 16:00,2016,3,4,16,80,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/4/2016 17:00,2016,3,4,17,82,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/4/2016 18:00,2016,3,4,18,68,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/4/2016 19:00,2016,3,4,19,62,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/4/2016 20:00,2016,3,4,20,63,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/4/2016 21:00,2016,3,4,21,54,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/4/2016 22:00,2016,3,4,22,50,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/4/2016 23:00,2016,3,4,23,48,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/5/2016 0:00,2016,3,5,0,48,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/5/2016 1:00,2016,3,5,1,57,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/5/2016 2:00,2016,3,5,2,69,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/5/2016 3:00,2016,3,5,3,86,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/5/2016 4:00,2016,3,5,4,145,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/5/2016 5:00,2016,3,5,5,164,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/5/2016 6:00,2016,3,5,6,112,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/5/2016 7:00,2016,3,5,7,86,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/5/2016 8:00,2016,3,5,8,62,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/5/2016 9:00,2016,3,5,9,76,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/5/2016 10:00,2016,3,5,10,91,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/5/2016 11:00,2016,3,5,11,128,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/5/2016 12:00,2016,3,5,12,131,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/5/2016 13:00,2016,3,5,13,148,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/5/2016 14:00,2016,3,5,14,171,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/5/2016 15:00,2016,3,5,15,191,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/5/2016 16:00,2016,3,5,16,137,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/5/2016 17:00,2016,3,5,17,109,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/5/2016 18:00,2016,3,5,18,87,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/5/2016 19:00,2016,3,5,19,97,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/5/2016 20:00,2016,3,5,20,159,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/5/2016 21:00,2016,3,5,21,157,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/5/2016 22:00,2016,3,5,22,146,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/5/2016 23:00,2016,3,5,23,148,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/6/2016 0:00,2016,3,6,0,156,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/6/2016 1:00,2016,3,6,1,158,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/6/2016 2:00,2016,3,6,2,146,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/6/2016 3:00,2016,3,6,3,140,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/6/2016 4:00,2016,3,6,4,140,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/6/2016 5:00,2016,3,6,5,136,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/6/2016 6:00,2016,3,6,6,131,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/6/2016 7:00,2016,3,6,7,132,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/6/2016 8:00,2016,3,6,8,152,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/6/2016 9:00,2016,3,6,9,168,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/6/2016 10:00,2016,3,6,10,159,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/6/2016 11:00,2016,3,6,11,148,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/6/2016 12:00,2016,3,6,12,116,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/6/2016 13:00,2016,3,6,13,67,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/6/2016 14:00,2016,3,6,14,78,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/6/2016 15:00,2016,3,6,15,60,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/6/2016 16:00,2016,3,6,16,46,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/6/2016 17:00,2016,3,6,17,47,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/6/2016 18:00,2016,3,6,18,48,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/6/2016 19:00,2016,3,6,19,60,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/6/2016 20:00,2016,3,6,20,71,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/6/2016 21:00,2016,3,6,21,78,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/6/2016 22:00,2016,3,6,22,48,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/6/2016 23:00,2016,3,6,23,51,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/7/2016 0:00,2016,3,7,0,50,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/7/2016 1:00,2016,3,7,1,54,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/7/2016 2:00,2016,3,7,2,56,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/7/2016 3:00,2016,3,7,3,54,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/7/2016 4:00,2016,3,7,4,59,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/7/2016 5:00,2016,3,7,5,66,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/7/2016 6:00,2016,3,7,6,81,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/7/2016 7:00,2016,3,7,7,82,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/7/2016 8:00,2016,3,7,8,100,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/7/2016 9:00,2016,3,7,9,101,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/7/2016 10:00,2016,3,7,10,34,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/7/2016 11:00,2016,3,7,11,37,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/7/2016 12:00,2016,3,7,12,23,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/7/2016 13:00,2016,3,7,13,25,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/7/2016 14:00,2016,3,7,14,26,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/7/2016 15:00,2016,3,7,15,30,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/7/2016 16:00,2016,3,7,16,28,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/7/2016 17:00,2016,3,7,17,35,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/7/2016 18:00,2016,3,7,18,38,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/7/2016 19:00,2016,3,7,19,39,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/7/2016 20:00,2016,3,7,20,46,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/7/2016 21:00,2016,3,7,21,52,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/7/2016 22:00,2016,3,7,22,31,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/7/2016 23:00,2016,3,7,23,26,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/8/2016 0:00,2016,3,8,0,18,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/8/2016 1:00,2016,3,8,1,27,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/8/2016 2:00,2016,3,8,2,23,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/8/2016 3:00,2016,3,8,3,27,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/8/2016 4:00,2016,3,8,4,24,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/8/2016 5:00,2016,3,8,5,25,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/8/2016 6:00,2016,3,8,6,26,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/8/2016 7:00,2016,3,8,7,33,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/8/2016 8:00,2016,3,8,8,24,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/8/2016 9:00,2016,3,8,9,21,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/8/2016 10:00,2016,3,8,10,20,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/8/2016 11:00,2016,3,8,11,18,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/8/2016 12:00,2016,3,8,12,10,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/8/2016 13:00,2016,3,8,13,15,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/8/2016 14:00,2016,3,8,14,17,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/8/2016 15:00,2016,3,8,15,18,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/8/2016 16:00,2016,3,8,16,18,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/8/2016 17:00,2016,3,8,17,27,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/8/2016 18:00,2016,3,8,18,27,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/8/2016 19:00,2016,3,8,19,28,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/8/2016 20:00,2016,3,8,20,34,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/8/2016 21:00,2016,3,8,21,31,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/8/2016 22:00,2016,3,8,22,31,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/8/2016 23:00,2016,3,8,23,25,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/9/2016 0:00,2016,3,9,0,22,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/9/2016 1:00,2016,3,9,1,17,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/9/2016 2:00,2016,3,9,2,20,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/9/2016 3:00,2016,3,9,3,18,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/9/2016 4:00,2016,3,9,4,18,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/9/2016 5:00,2016,3,9,5,23,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/9/2016 6:00,2016,3,9,6,27,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/9/2016 7:00,2016,3,9,7,33,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/9/2016 8:00,2016,3,9,8,23,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/9/2016 9:00,2016,3,9,9,23,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/9/2016 10:00,2016,3,9,10,18,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/9/2016 11:00,2016,3,9,11,14,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/9/2016 12:00,2016,3,9,12,12,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/9/2016 13:00,2016,3,9,13,16,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/9/2016 14:00,2016,3,9,14,11,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/9/2016 15:00,2016,3,9,15,12,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/9/2016 16:00,2016,3,9,16,17,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/9/2016 17:00,2016,3,9,17,15,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/9/2016 18:00,2016,3,9,18,20,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/9/2016 19:00,2016,3,9,19,29,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/9/2016 20:00,2016,3,9,20,28,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/9/2016 21:00,2016,3,9,21,31,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/9/2016 22:00,2016,3,9,22,41,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/9/2016 23:00,2016,3,9,23,52,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/10/2016 0:00,2016,3,10,0,38,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/10/2016 1:00,2016,3,10,1,35,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/10/2016 2:00,2016,3,10,2,29,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/10/2016 3:00,2016,3,10,3,23,µg/m³,1 Hr,Valid
Shenyang,PM2.5,3/10/2016 4:00,2016,3,10,4,26,µg/m³,1 Hr,Valid
